,epoch,d_fake_loss,d_real_loss,g_loss,d_loss
79,79,0.28971099853515625,0.26973265409469604,0.6404038071632385,0.5594436526298523
80,80,0.2681734561920166,0.2638375759124756,0.6412746906280518,0.5320110321044922
81,81,0.28339874744415283,0.23545727133750916,0.6413082480430603,0.5188560485839844
82,82,0.30277159810066223,0.18115650117397308,0.6380271911621094,0.4839280843734741
83,83,0.3501512110233307,0.1456369161605835,0.6420590877532959,0.4957881271839142
84,84,0.31562426686286926,0.15661393105983734,0.6417836546897888,0.4722381830215454
85,85,0.2651117444038391,0.1957307755947113,0.6397115588188171,0.4608425199985504
86,86,0.23532842099666595,0.21175318956375122,0.6477537751197815,0.44708162546157837
87,87,0.24787671864032745,0.1891588568687439,0.643021821975708,0.43703556060791016
88,88,0.26531052589416504,0.15315192937850952,0.6544082164764404,0.41846245527267456
89,89,0.26246580481529236,0.13863658905029297,0.6519420742988586,0.4011023938655853
90,90,0.26235565543174744,0.1480644941329956,0.6556732654571533,0.41042014956474304
91,91,0.22845256328582764,0.15414653718471527,0.6473159790039062,0.3825991153717041
92,92,0.24605987966060638,0.1285196840763092,0.6624264121055603,0.3745795488357544
93,93,0.24716632068157196,0.10652527213096619,0.6668095588684082,0.35369157791137695
94,94,0.2681911289691925,0.09375452995300293,0.6610212922096252,0.36194565892219543
95,95,0.16408637166023254,0.2281787246465683,0.6435669660568237,0.39226508140563965
96,96,0.30414023995399475,0.08523714542388916,0.6322951912879944,0.3893773853778839
97,97,0.33969202637672424,0.07149611413478851,0.6419894099235535,0.41118812561035156
98,98,0.24116189777851105,0.13173359632492065,0.6505904793739319,0.3728954792022705
99,99,0.18789361417293549,0.17219127714633942,0.6671783924102783,0.3600848913192749
